reference_entity,determination_date,committee,origin,doc_kind,doc_title,source_page,file_url,local_path,content_type,bytes,sha256,fetched_at,text_chars,text_path
Article From India Economic Times,2012-05-28,,determination,decision,1e13b7cb1d2c__article-from-india-economic-times-28-may-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/article-from-india-economic-times-28-may-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/article-from-india-economic-times-28-may-2012.pdf/,data/docs/1e13b7cb1d2c__article-from-india-economic-times-28-may-2012.pdf,application/pdf,69749,1e13b7cb1d2c8129457c7fa0797516ec2af9299edd56f6bb88ae2ddbd50f8684,2026-06-08T05:17:54+00:00,0,
Transcript Of Conference Call,2012-05-29,,determination,decision,5b9e63912072__transcript-of-conference-call-29-may-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/transcript-of-conference-call-29-may-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/transcript-of-conference-call-29-may-2012.pdf/,data/docs/5b9e63912072__transcript-of-conference-call-29-may-2012.pdf,application/pdf,207016,5b9e63912072a58ae8d3abda98cdb0cb6bf1b6ce244f35a08124ff593ab54ea2,2026-06-08T05:17:57+00:00,44138,data/doctext/5b9e63912072.txt
Business Week Article,2012-06-11,,determination,decision,4e879b17d525__business-week-article-11-june-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/business-week-article-11-june-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/business-week-article-11-june-2012.pdf/,data/docs/4e879b17d525__business-week-article-11-june-2012.pdf,application/pdf,84662,4e879b17d52516bacb0f3a068793d60bbe398b59411eab0cc27c5336ff1ccab1,2026-06-08T05:17:58+00:00,0,
Times Of India Article,2012-06-11,,determination,decision,cb39f10c93b1__times-of-india-article-11-june-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/times-of-india-article-11-june-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/times-of-india-article-11-june-2012.pdf/,data/docs/cb39f10c93b1__times-of-india-article-11-june-2012.pdf,application/pdf,327383,cb39f10c93b10d1d6bbdf025b49ef2b04a526e25e0933ba7832a968d7aa73e95,2026-06-08T05:18:01+00:00,0,
Reuters Article,2012-06-11,,determination,decision,5eabe487b408__reuters-article-11-june-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/reuters-article-11-june-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/reuters-article-11-june-2012.pdf/,data/docs/5eabe487b408__reuters-article-11-june-2012.pdf,application/pdf,32051,5eabe487b4083a5b77e0423341e47caecace7623fc45cc1a328d91f0126cb3bc,2026-06-08T05:18:02+00:00,0,
Bloomberg Article,2012-06-11,,determination,decision,d0df765e2da5__bloomberg-article-11-june-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/bloomberg-article-11-june-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/bloomberg-article-11-june-2012.pdf/,data/docs/d0df765e2da5__bloomberg-article-11-june-2012.pdf,application/pdf,42818,d0df765e2da5190455bbe260b65dab424f934dee710f24a862f74127b6ed0b9f,2026-06-08T05:18:02+00:00,0,
Press Release By Reference Entity,2012-06-11,,determination,decision,d6d73ca831fd__press-release-by-reference-entity-11-june-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/press-release-by-reference-entity-11-june-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/press-release-by-reference-entity-11-june-2012.pdf/,data/docs/d6d73ca831fd__press-release-by-reference-entity-11-june-2012.pdf,application/pdf,49229,d6d73ca831fd3411010748d8cf526baf92f7f11c59c9e415e351979a558d0e2e,2026-06-08T05:18:03+00:00,0,
By The Reference Entity To Sgx St,2012-06-11,,determination,decision,daada50c4310__announcement-by-the-reference-entity-to-sgx-st-11-june-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/announcement-by-the-reference-entity-to-sgx-st-11-june-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/announcement-by-the-reference-entity-to-sgx-st-11-june-2012.pdf/,data/docs/daada50c4310__announcement-by-the-reference-entity-to-sgx-st-11-june-2012.pdf,application/pdf,46309,daada50c43106e1c69cb397f40aa2f820182340d4c18f26708dd41412b7f4dd3,2026-06-08T05:18:03+00:00,0,
Letter To The National Stock Exchange,2012-06-11,,determination,decision,d0c11ee939cc__letter-to-the-national-stock-exchange-11-june-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/letter-to-the-national-stock-exchange-11-june-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/letter-to-the-national-stock-exchange-11-june-2012.pdf/,data/docs/d0c11ee939cc__letter-to-the-national-stock-exchange-11-june-2012.pdf,application/pdf,43543,d0c11ee939cc432e344669485ccc4eb1529efd0352e4ef836e32fd9cd4500054,2026-06-08T05:18:03+00:00,0,
India Economic Times Article,2012-06-12,,determination,decision,05d8338e1902__india-economic-times-article-12-june-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/india-economic-times-article-12-june-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/india-economic-times-article-12-june-2012.pdf/,data/docs/05d8338e1902__india-economic-times-article-12-june-2012.pdf,application/pdf,50099,05d8338e19024067714c96d255f83d51f24cb070d82006317a670fbfee227232,2026-06-08T05:18:04+00:00,0,
Unitymedia Gmbh Clarificatory,2012-06-20,EMEA,determination,statement,7ff7505a76a9__2012040201-unitymedia-gmbh-emea_determinations_committee_clarificatory_statement_01062012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/06/2012040201-unitymedia-gmbh-emea_determinations_committee_clarificatory_statement_01062012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/06/2012040201-unitymedia-gmbh-emea_determinations_committee_clarificatory_statement_01062012.pdf/,data/docs/7ff7505a76a9__2012040201-unitymedia-gmbh-emea_determinations_committee_clarificatory_statement_01062012.pdf,application/pdf,145084,7ff7505a76a963bcb92bbfc67e1f25d2251ed5b58df4dbc2c6dd1966a9ae9299,2026-06-08T05:18:04+00:00,767,data/doctext/7ff7505a76a9.txt
Unitymedia Gmbh,2012-06-20,EMEA,determination,decision,caa0b1ceaf75__2012040201-unitymedia-gmbh-emea_determinations_committee_decision_01062012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/06/2012040201-unitymedia-gmbh-emea_determinations_committee_decision_01062012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/06/2012040201-unitymedia-gmbh-emea_determinations_committee_decision_01062012.pdf/,data/docs/caa0b1ceaf75__2012040201-unitymedia-gmbh-emea_determinations_committee_decision_01062012.pdf,application/pdf,187604,caa0b1ceaf754e32ec25074caa7dc3e12111730306e123180619bca2cda67908,2026-06-08T05:18:05+00:00,1101,data/doctext/caa0b1ceaf75.txt
Sara Lee,2012-07-05,,determination,decision,d6946c5fee4a__dc-decision-070212-sara-lee.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/dc-decision-070212-sara-lee.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/dc-decision-070212-sara-lee.pdf/,data/docs/d6946c5fee4a__dc-decision-070212-sara-lee.pdf,application/pdf,32537,d6946c5fee4a868f945c5f175b47dca7eef742c7dda8a4bac3b986bc2ccb530a,2026-06-08T05:18:05+00:00,735,data/doctext/d6946c5fee4a.txt
Dc Standing &# ; Latest Revision,2012-07-07,Japan,determination,decision,56fa3a1a6b3c__070710.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/070710.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/070710.pdf/,data/docs/56fa3a1a6b3c__070710.pdf,application/pdf,62880,56fa3a1a6b3cf081700c86c4974ab03bb21799241b2421514d96a5bda09c1920,2026-06-08T05:18:06+00:00,1070,data/doctext/56fa3a1a6b3c.txt
&# ; Latest Revision,2012-07-09,EMEA,determination,decision,2fadcb1ed08e__emea_determinations_committee_decision_09072012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/emea_determinations_committee_decision_09072012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/emea_determinations_committee_decision_09072012.pdf/,data/docs/2fadcb1ed08e__emea_determinations_committee_decision_09072012.pdf,application/pdf,181242,2fadcb1ed08e7f496f87a0b240d4957f0a1822553c8cd7394d4612c00c235260,2026-06-08T05:18:07+00:00,670,data/doctext/2fadcb1ed08e.txt
Annual Report Of Suzlon Group,2012-07-10,,determination,decision,4b8b356c5245__annual-report-of-suzlon-group-2011-12.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/annual-report-of-suzlon-group-2011-12.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/annual-report-of-suzlon-group-2011-12.pdf/,data/docs/4b8b356c5245__annual-report-of-suzlon-group-2011-12.pdf,application/pdf,1658554,4b8b356c52453b09a9d12ba4f5dffd9fbade51d99948b6f65878c9aef07b899f,2026-06-08T05:18:29+00:00,399190,data/doctext/4b8b356c5245.txt
From Icra Limited,2012-07-10,,determination,notice,28c3337fed6c__notice-from-icra-limited.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/notice-from-icra-limited.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/notice-from-icra-limited.pdf/,data/docs/28c3337fed6c__notice-from-icra-limited.pdf,application/pdf,208710,28c3337fed6c1d2f269ee771ee5ecb16d9c7f1e3dbde8f873fd8931aa0553bb4,2026-06-08T05:18:30+00:00,7646,data/doctext/28c3337fed6c.txt
Of Meeting Interest Bearing Bonds,2012-07-10,,determination,notice,7653e2dda899__notice-of-meeting-interest-bearing-bonds.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/notice-of-meeting-interest-bearing-bonds.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/notice-of-meeting-interest-bearing-bonds.pdf/,data/docs/7653e2dda899__notice-of-meeting-interest-bearing-bonds.pdf,application/pdf,754282,7653e2dda8997fab6aee10cc65ada8f1878816723622ea1f6f728f1e56b4e2c0,2026-06-08T05:18:31+00:00,0,
Of Meeting Holders Of Zero Coupon Bonds,2012-07-10,,determination,notice,42f85a28dbb9__notice-of-meeting-holders-of-zero-coupon-bonds.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/notice-of-meeting-holders-of-zero-coupon-bonds.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/notice-of-meeting-holders-of-zero-coupon-bonds.pdf/,data/docs/42f85a28dbb9__notice-of-meeting-holders-of-zero-coupon-bonds.pdf,application/pdf,149910,42f85a28dbb93bffeaa61fa4933e19ca16f7fc03620d5c2c000ee073577bd7ea,2026-06-08T05:18:35+00:00,54868,data/doctext/42f85a28dbb9.txt
Suzlon Energy Limited Supporting Information,2012-07-10,,determination,decision,053167c5a94b__suzlon-energy-limited-supporting-information.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/suzlon-energy-limited-supporting-information.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/suzlon-energy-limited-supporting-information.pdf/,data/docs/053167c5a94b__suzlon-energy-limited-supporting-information.pdf,application/pdf,174167,053167c5a94be2b54c0d50f400568541773a639abb850976c2fefc2d9b59bf98,2026-06-08T05:18:36+00:00,13239,data/doctext/053167c5a94b.txt
Standing,2012-07-10,EMEA,determination,decision,50b09031a9e1__emea_standing_resolution_21062010.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/emea_standing_resolution_21062010.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/emea_standing_resolution_21062010.pdf/,data/docs/50b09031a9e1__emea_standing_resolution_21062010.pdf,application/pdf,61521,50b09031a9e1b6d7d354e6f21f6fa913d97cef15041e8de3f0dab8b0e89822e8,2026-06-08T05:18:37+00:00,1001,data/doctext/50b09031a9e1.txt
Aej,2012-07-12,Asia ex-Japan,determination,decision,b4533614bb06__aej_determinations_committee_decision_12072012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/aej_determinations_committee_decision_12072012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/aej_determinations_committee_decision_12072012.pdf/,data/docs/b4533614bb06__aej_determinations_committee_decision_12072012.pdf,application/pdf,184325,b4533614bb06b67d31adc44bbc71b2bdab2e40712a5dbf5a43b5caff510cd373,2026-06-08T05:18:37+00:00,734,data/doctext/b4533614bb06.txt
&# ; Latest Revision,2012-07-17,,determination,decision,bfc6a5a78344__dc-decision-071712.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/dc-decision-071712.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/dc-decision-071712.pdf/,data/docs/bfc6a5a78344__dc-decision-071712.pdf,application/pdf,32870,bfc6a5a7834489a1cf1d755df8ce769d8d0f6dc907eccb1c0f7efd8258a45690,2026-06-08T05:18:38+00:00,882,data/doctext/bfc6a5a78344.txt
Aej,2012-07-17,Asia ex-Japan,determination,statement,9f7c48de1dd9__aej_determinations_committee_statement_17072012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/aej_determinations_committee_statement_17072012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/aej_determinations_committee_statement_17072012.pdf/,data/docs/9f7c48de1dd9__aej_determinations_committee_statement_17072012.pdf,application/pdf,20455,9f7c48de1dd92c2ab7c959af3bed02681c75ab1c89ed22f9a08cf666fa94fe66,2026-06-08T05:18:38+00:00,343,data/doctext/9f7c48de1dd9.txt
Aej,2012-07-19,Asia ex-Japan,determination,decision,0789d64ae205__aej_determinations_committee_decision_19072012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/aej_determinations_committee_decision_19072012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/aej_determinations_committee_decision_19072012.pdf/,data/docs/0789d64ae205__aej_determinations_committee_decision_19072012.pdf,application/pdf,79500,0789d64ae2050b8be54c16c368b8db6133c7e0d248c4dd46258ffe8ed0311c46,2026-06-08T05:18:39+00:00,626,data/doctext/0789d64ae205.txt
&# ; Latest Revision,2012-07-20,EMEA,determination,decision,9d773b5e0fb9__emea_determinations_committee_decision_200712-2.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/07/emea_determinations_committee_decision_200712-2.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/07/emea_determinations_committee_decision_200712-2.pdf/,data/docs/9d773b5e0fb9__emea_determinations_committee_decision_200712-2.pdf,application/pdf,82750,9d773b5e0fb94e46949f5d83a611b3349bed7bb00105be98999795952c1d6f44,2026-06-08T05:18:39+00:00,1347,data/doctext/9d773b5e0fb9.txt
Ccp Participation Letter Clean,2012-08-07,,determination,decision,ed9effd4edfc__ccp-participation-letter-2012-270612-clean.doc,https://www.cdsdeterminationscommittees.org/documents/2012/08/ccp-participation-letter-2012-270612-clean.doc/,https://www.cdsdeterminationscommittees.org/documents/2012/08/ccp-participation-letter-2012-270612-clean.doc/,data/docs/ed9effd4edfc__ccp-participation-letter-2012-270612-clean.doc,application/msword,67072,ed9effd4edfc46046e493f544f57de0070341d48589a3b2b236e2730d1f2fc09,2026-06-08T05:18:40+00:00,0,
&# ; Latest Revision,2012-08-14,,determination,decision,0bffb1bc82fe__dc-decision-081412.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/08/dc-decision-081412.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/08/dc-decision-081412.pdf/,data/docs/0bffb1bc82fe__dc-decision-081412.pdf,application/pdf,32987,0bffb1bc82fe7a9a44bdc557147d8db2179b3165467a794e5ee86fa3097e4ea0,2026-06-08T05:18:40+00:00,742,data/doctext/0bffb1bc82fe.txt
Prog Bw,2012-08-17,,determination,decision,dca341d6cda1__prog-bw-081712.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/08/prog-bw-081712.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/08/prog-bw-081712.pdf/,data/docs/dca341d6cda1__prog-bw-081712.pdf,application/pdf,32819,dca341d6cda1a68b05b579c828369b10427c23edabe0428d67fe4b077ba724b7,2026-06-08T05:18:41+00:00,850,data/doctext/dca341d6cda1.txt
&# ; Latest Revision,2012-08-20,Japan,determination,decision,69d33d5179fe__japan_dc_decision_20120808.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/08/japan_dc_decision_20120808.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/08/japan_dc_decision_20120808.pdf/,data/docs/69d33d5179fe__japan_dc_decision_20120808.pdf,application/pdf,53500,69d33d5179fe34dca5bbfde45a3b1792b13c9ba63e0383b0d082da4a5a57c7ae,2026-06-08T05:18:41+00:00,1312,data/doctext/69d33d5179fe.txt
&# ; Latest Revision,2012-08-20,EMEA,determination,decision,5fc96191b3aa__emea_dc_decision_20120808.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/08/emea_dc_decision_20120808.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/08/emea_dc_decision_20120808.pdf/,data/docs/5fc96191b3aa__emea_dc_decision_20120808.pdf,application/pdf,54281,5fc96191b3aab4853cf97c9ef844f4eed46c2ac983dca20fc3a92417d4d7dc91,2026-06-08T05:18:42+00:00,1541,data/doctext/5fc96191b3aa.txt
Asiaexjapn,2012-08-20,,determination,decision,76f9e7049691__asiaexjapn_dc_decision_20120808.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/08/asiaexjapn_dc_decision_20120808.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/08/asiaexjapn_dc_decision_20120808.pdf/,data/docs/76f9e7049691__asiaexjapn_dc_decision_20120808.pdf,application/pdf,53601,76f9e7049691275f1418ee4bdfce2c1f078f19d53de729ea940e122587b9070c,2026-06-08T05:18:42+00:00,1333,data/doctext/76f9e7049691.txt
Anz,2012-08-20,Australia-New Zealand,determination,decision,776c549452dd__anz_dc_decision_20120808.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/08/anz_dc_decision_20120808.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/08/anz_dc_decision_20120808.pdf/,data/docs/776c549452dd__anz_dc_decision_20120808.pdf,application/pdf,56155,776c549452dd3458eddfe258aa940c228f85b2edee61e7fc25491b4c7c0647f1,2026-06-08T05:18:43+00:00,1349,data/doctext/776c549452dd.txt
&# ; Latest Revision,2012-08-20,Americas,determination,decision,d66a2a6f2262__americas_dc_decision_20120808.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/08/americas_dc_decision_20120808.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/08/americas_dc_decision_20120808.pdf/,data/docs/d66a2a6f2262__americas_dc_decision_20120808.pdf,application/pdf,54271,d66a2a6f22626a9b09588d4bb126073c1a34a037e81d16c433d9e7c9cbe8815b,2026-06-08T05:18:44+00:00,1551,data/doctext/d66a2a6f2262.txt
&# ; Latest Revision,2012-08-24,Americas,determination,decision,026fa4aadee6__americas-dc-decision-20120824.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/08/americas-dc-decision-20120824.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/08/americas-dc-decision-20120824.pdf/,data/docs/026fa4aadee6__americas-dc-decision-20120824.pdf,application/pdf,32771,026fa4aadee672905c44869ef9a5e336e74481cd9504ef0965b89696d9c3fad3,2026-06-08T05:18:44+00:00,742,data/doctext/026fa4aadee6.txt
&# ; Latest Revision,2012-09-06,Americas,determination,decision,d698c21c9394__americas-dc-decision-20120906.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/09/americas-dc-decision-20120906.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/09/americas-dc-decision-20120906.pdf/,data/docs/d698c21c9394__americas-dc-decision-20120906.pdf,application/pdf,32878,d698c21c93948d395ed12cce1a124e27a0dd0638b878e87013ecbbd318cbaeab,2026-06-08T05:18:45+00:00,793,data/doctext/d698c21c9394.txt
&# ; Latest Revision,2012-09-07,Americas,determination,decision,1cab1a7e4cd6__americas-dc-decision-20120907.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/09/americas-dc-decision-20120907.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/09/americas-dc-decision-20120907.pdf/,data/docs/1cab1a7e4cd6__americas-dc-decision-20120907.pdf,application/pdf,75573,1cab1a7e4cd67b198518f019a6a2d29d8104e7fb58ec99684647fda60ab69cf5,2026-06-08T05:18:46+00:00,19163,data/doctext/1cab1a7e4cd6.txt
&# ; Latest Revision,2012-09-20,,determination,decision,423fcddfa54d__20110414-2011040401-dc-decision.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/09/20110414-2011040401-dc-decision.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/09/20110414-2011040401-dc-decision.pdf/,data/docs/423fcddfa54d__20110414-2011040401-dc-decision.pdf,application/pdf,49421,423fcddfa54d90e9a4d955b3f0721c5b2dd75d39f772c06dc11e0d86594f75f3,2026-06-08T05:18:47+00:00,6373,data/doctext/423fcddfa54d.txt
Rbsnv,2012-09-26,EMEA,determination,decision,12b0b15fa332__rbsnv_emea_determinations_committee_decision_26092012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/09/rbsnv_emea_determinations_committee_decision_26092012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/09/rbsnv_emea_determinations_committee_decision_26092012.pdf/,data/docs/12b0b15fa332__rbsnv_emea_determinations_committee_decision_26092012.pdf,application/pdf,192501,12b0b15fa3323f6446c7688b5d095e28bd2b2da8c9153d797f2840b78756de5a,2026-06-08T05:18:48+00:00,1565,data/doctext/12b0b15fa332.txt
Ny V6 New Albertson S,2012-09-27,,determination,statement,ea3b6f22655f__ny_11105189_v6_new_albertson_s_dc_statement.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/09/ny_11105189_v6_new_albertson_s_dc_statement.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/09/ny_11105189_v6_new_albertson_s_dc_statement.pdf/,data/docs/ea3b6f22655f__ny_11105189_v6_new_albertson_s_dc_statement.pdf,application/pdf,19736,ea3b6f22655f2868ab98d0dc4eca69a5579bd12a011cd44ddd6cd87ccf05fa83,2026-06-08T05:18:48+00:00,4612,data/doctext/ea3b6f22655f.txt
Dc Standing,2012-10-03,Japan,determination,decision,56fa3a1a6b3c__japan_dc_standing_resolution_070710-2.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/10/japan_dc_standing_resolution_070710-2.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/10/japan_dc_standing_resolution_070710-2.pdf/,data/docs/56fa3a1a6b3c__japan_dc_standing_resolution_070710-2.pdf,application/pdf,62880,56fa3a1a6b3cf081700c86c4974ab03bb21799241b2421514d96a5bda09c1920,2026-06-08T05:18:49+00:00,1070,data/doctext/56fa3a1a6b3c.txt
Cemex Rinker,2012-10-04,,determination,statement,c2a9b4d2a192__cemex-rinker-statement-4-october-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/10/cemex-rinker-statement-4-october-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/10/cemex-rinker-statement-4-october-2012.pdf/,data/docs/c2a9b4d2a192__cemex-rinker-statement-4-october-2012.pdf,application/pdf,178742,c2a9b4d2a1921d1da60f6707abe396b52ea5ef629a4049edd46afb5bf354c663,2026-06-08T05:18:49+00:00,974,data/doctext/c2a9b4d2a192.txt
&# ; Latest Revision,2012-10-22,Japan,determination,decision,0bbb8e7ca2a3__japan_determinations_committee_decision_22102012-2.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/10/japan_determinations_committee_decision_22102012-2.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/10/japan_determinations_committee_decision_22102012-2.pdf/,data/docs/0bbb8e7ca2a3__japan_determinations_committee_decision_22102012-2.pdf,application/pdf,185613,0bbb8e7ca2a3c53318dddec62ed60efb0935db29cafa340cf283afa5da3e5d81,2026-06-08T05:18:50+00:00,732,data/doctext/0bbb8e7ca2a3.txt
Pdf,2012-10-23,EMEA,determination,decision,0d4338c6479b__emea-determinations-committee-decision-2009102702-pdf.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/10/emea-determinations-committee-decision-2009102702-pdf.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/10/emea-determinations-committee-decision-2009102702-pdf.pdf/,data/docs/0d4338c6479b__emea-determinations-committee-decision-2009102702-pdf.pdf,application/pdf,16712,0d4338c6479bd70e765dcdcf27aa967d9dda111f91ff1fb99931c48b955bbf4f,2026-06-08T05:18:51+00:00,1711,data/doctext/0d4338c6479b.txt
Sanyo Electric Co Ltd,2012-11-02,,determination,statement,75e7bd95f84d__sanyo-electric-co-ltd-statement-2-november-2012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/11/sanyo-electric-co-ltd-statement-2-november-2012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/11/sanyo-electric-co-ltd-statement-2-november-2012.pdf/,data/docs/75e7bd95f84d__sanyo-electric-co-ltd-statement-2-november-2012.pdf,application/pdf,176106,75e7bd95f84d473888ee19a2e93ec7d4b2d1b95bdf19d8c1da717b1c38e30cf9,2026-06-08T05:18:51+00:00,984,data/doctext/75e7bd95f84d.txt
&# ; Latest Revision,2012-11-02,Japan,determination,decision,85d631661d2f__japan_determinations_committee_decision_02112012.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/11/japan_determinations_committee_decision_02112012.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/11/japan_determinations_committee_decision_02112012.pdf/,data/docs/85d631661d2f__japan_determinations_committee_decision_02112012.pdf,application/pdf,192738,85d631661d2f2d10113cd18ea0d99e0319704e54da1334570e81638e06da92c9,2026-06-08T05:18:52+00:00,1961,data/doctext/85d631661d2f.txt
Yell Usa Against Eircom Usa,2012-11-07,,determination,decision,da4ebae486ae__blackline-yell-usa-against-eircom-usa.doc,https://www.cdsdeterminationscommittees.org/documents/2012/11/blackline-yell-usa-against-eircom-usa.doc/,https://www.cdsdeterminationscommittees.org/documents/2012/11/blackline-yell-usa-against-eircom-usa.doc/,data/docs/da4ebae486ae__blackline-yell-usa-against-eircom-usa.doc,application/msword,104448,da4ebae486ae656119628808be05ffd59b5ca05953fa15dc2926b3decdefbceb,2026-06-08T05:18:52+00:00,0,
Icm V1 Signature Page,2012-11-07,,determination,decision,6619378b4e7f__icm-16045563-v1-signature_page.doc,https://www.cdsdeterminationscommittees.org/documents/2012/11/icm-16045563-v1-signature_page.doc/,https://www.cdsdeterminationscommittees.org/documents/2012/11/icm-16045563-v1-signature_page.doc/,data/docs/6619378b4e7f__icm-16045563-v1-signature_page.doc,application/msword,49152,6619378b4e7fc994a3357e585177e259ff768df0fd4f3ba41aa1fe342815b440,2026-06-08T05:18:53+00:00,0,
Icm V3 Yell Usa,2012-11-07,,determination,decision,4baa7758adf7__icm-16039716-v3-yell_usa.pdf,https://www.cdsdeterminationscommittees.org/documents/2012/11/icm-16039716-v3-yell_usa.pdf/,https://www.cdsdeterminationscommittees.org/documents/2012/11/icm-16039716-v3-yell_usa.pdf/,data/docs/4baa7758adf7__icm-16039716-v3-yell_usa.pdf,application/pdf,37597,4baa7758adf735d411ed7d568f2bb25e002d2c2f13f9d6fc786353bb3ceb9352,2026-06-08T05:18:54+00:00,14756,data/doctext/4baa7758adf7.txt
Yell Usa Faqs,2012-11-07,,determination,decision,ff92f46d4566__yell-usa_faqs.doc,https://www.cdsdeterminationscommittees.org/documents/2012/11/yell-usa_faqs.doc/,https://www.cdsdeterminationscommittees.org/documents/2012/11/yell-usa_faqs.doc/,data/docs/ff92f46d4566__yell-usa_faqs.doc,application/msword,26624,ff92f46d456692992f70106d69c15bb09c2efd745f9d8d842994783ef634ede5,2026-06-08T05:18:54+00:00,0,
