date,committee,reference_entity,issue_number,credit_event_type,decision,doc_type,url,source,title,tags,auction_date,auction_held,match_status,ticker,currency,final_price,initial_market_midpoint,net_open_interest_amount,net_open_interest_direction,transaction_type,auction_url,year,month,days_to_auction,is_restructuring,is_credit_event,credit_event_occurred
2017-06-07,EMEA,"BANCO POPULAR ESPANOL, S.A.",9127.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/banco-popular-espanol-sa/,dc-isda,"BANCO POPULAR ESPANOL, S.A.",auction,2017-10-05,True,matched,BPESP,EUR,102.5,,,,Snr/Sub 2003 B2,https://www.cdsdeterminationscommittees.org/cds/banco-popular-espanol-sa/,2017.0,2017-06,120.0,True,True,True
2017-06-14,Americas,"GenOn Energy, Inc.",9097.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/genon-energy-inc/,dc-isda,"GenOn Energy, Inc.",auction,2017-07-11,True,matched,GENOENE,USD,61.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/genon-energy-inc/,2017.0,2017-06,27.0,False,True,True
2017-07-03,Americas,Puerto Rico Electric Power Authority,9102.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/puerto-rico-electric-power-authority-prepa/,dc-isda,Puerto Rico Electric Power Authority,auction,2017-08-02,True,matched,PREPA,USD,59.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/puerto-rico-electric-power-authority-prepa/,2017.0,2017-07,30.0,False,True,True
2017-07-24,EMEA,"NOVO BANCO, S.A.",9132.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,dc-isda,"NOVO BANCO, S.A.",auction,2018-05-02,True,matched,NOVOBAN,EUR,87.0,,,,Non-Sro Transactions B4,https://www.cdsdeterminationscommittees.org/cds/novo-banco-s-a-3/,2017.0,2017-07,282.0,True,True,True
2017-07-28,EMEA,BANCA MONTE DEI PASCHI DI SIENA S.P.A.,9121.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/banca-monte-dei-paschi-di-siena-s-p-a/,dc-isda,BANCA MONTE DEI PASCHI DI SIENA S.P.A.,auction,2017-09-21,True,matched,MONTE,EUR,49.5,,,,Sub,https://www.cdsdeterminationscommittees.org/cds/banca-monte-dei-paschi-di-siena-s-p-a/,2017.0,2017-07,55.0,True,True,True
2017-09-19,Americas,TOYS,9117.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/toys-r-us-inc/,dc-isda,TOYS,auction,2017-10-11,True,matched,TOYS,USD,30.625,,,,Lien1,https://www.cdsdeterminationscommittees.org/lcds/toys-to-toys-r-us-delaware-inc-lcds-credit-event/,2017.0,2017-09,22.0,False,True,True
2017-11-13,Americas,"Petroleos de Venezuela, S.A.",9122.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/petroleos-de-venezuela-s-a-3/,dc-isda,"Petroleos de Venezuela, S.A.",auction,2017-12-13,True,matched,PDV,USD,17.625,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/petroleos-de-venezuela-s-a-3/,2017.0,2017-11,30.0,False,True,True
2018-03-21,Asia ex-Japan,Noble Group Limited,9124.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/noble-group-limited-4/,dc-isda,Noble Group Limited,auction,2018-04-25,True,matched,NBLGP,USD,45.25,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/noble-group-limited-4/,2018.0,2018-03,35.0,False,True,True
2018-04-06,Americas,"Nine West Holdings, Inc.",9125.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/nine-west-holdings-inc/,dc-isda,"Nine West Holdings, Inc.",auction,2018-04-25,True,matched,NINEWES,USD,12.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/nine-west-holdings-inc/,2018.0,2018-04,19.0,False,True,True
2018-07-05,Americas,Sears Roebuck Acceptance Corp.,9129.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/sears-roebuck-acceptance-corp/,dc-isda,Sears Roebuck Acceptance Corp.,auction,2019-01-17,True,matched,SHC-Acceptance,USD,79.875,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/sears-roebuck-acceptance-corp/,2018.0,2018-07,196.0,False,True,True
2018-09-28,EMEA,Galapagos Holding S.A.,9141.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/galapagos-holding-sa/,dc-isda,Galapagos Holding S.A.,auction,2019-08-07,True,matched,GALAPHO,EUR,6.875,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/galapagos-holding-sa/,2018.0,2018-09,313.0,False,True,True
2018-10-01,EMEA,ASTALDI SOCIETA PER AZIONI,9128.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/astaldi-spa-2/,dc-isda,ASTALDI SOCIETA PER AZIONI,auction,2018-11-29,True,matched,ASTL,EUR,30.875,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/astaldi-spa-2/,2018.0,2018-10,59.0,False,True,True
2018-12-13,Americas,Parker Drilling Company,9134.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/parker-drilling-company/,dc-isda,Parker Drilling Company,auction,2019-01-23,True,matched,PKD,USD,49.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/parker-drilling-company/,2018.0,2018-12,41.0,False,True,True
2019-01-29,Americas,PACIFIC GAS AND ELECTRIC COMPANY,9135.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/pacific-gas-and-electric-company/,dc-isda,PACIFIC GAS AND ELECTRIC COMPANY,auction,2019-02-27,True,determination_only,,,,,,,,,2019.0,2019-01,29.0,False,False,True
2019-02-08,EMEA,STEINHOFF EUROPE AG,9138.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/steinhoff-europe-ag/,dc-isda,STEINHOFF EUROPE AG,auction,2019-09-25,True,matched,STEIEUR,EUR,84.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/steinhoff-europe-ag/,2019.0,2019-02,229.0,False,True,True
2019-02-25,Americas,"Windstream Services, LLC",9136.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/windstream-services-llc-6/,dc-isda,"Windstream Services, LLC",auction,2019-04-03,True,matched,WINDSSE,USD,29.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/windstream-services-llc-6/,2019.0,2019-02,37.0,False,False,True
2019-05-03,EMEA,NEW LOOK SENIOR ISSUER PLC,9137.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/new-look-senior-issuer-plc-3/,dc-isda,NEW LOOK SENIOR ISSUER PLC,auction,2019-06-05,True,matched,NEWLOOAC,EUR,0.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/new-look-senior-issuer-plc-3/,2019.0,2019-05,33.0,False,True,True
2019-05-23,EMEA,RALLYE,9139.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/rallye/,dc-isda,RALLYE,auction,2019-06-27,True,matched,GENP,EUR,12.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/rallye/,2019.0,2019-05,35.0,False,True,True
2019-07-02,Americas,Weatherford International Ltd.,9140.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/weatherford-international-ltd-2/,dc-isda,Weatherford International Ltd.,auction,2019-07-24,True,matched,WFT,USD,44.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/weatherford-international-ltd-2/,2019.0,2019-07,22.0,False,False,True
2019-07-15,Americas,CALIFORNIA RESOURCES CORPORATION,9158.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/california-resources-corporation/,dc-isda,CALIFORNIA RESOURCES CORPORATION,auction,2020-07-07,True,matched,CALIRES,USD,1.125,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/california-resources-corporation/,2019.0,2019-07,358.0,False,True,True
2019-08-06,EMEA,TOP GUN REALISATIONS 61 LIMITED,9142.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/top-gun-realisations-61-limited/,dc-isda,TOP GUN REALISATIONS 61 LIMITED,auction,2019-09-11,True,matched,TOGUN,EUR,100.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/top-gun-realisations-61-limited/,2019.0,2019-08,36.0,False,True,True
2019-09-13,EMEA,HEMA BondCo I B.V.,9166.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/hema-bondco-i-b-v/,dc-isda,HEMA BondCo I B.V.,auction,2020-09-08,True,matched,HEMABON,EUR,68.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/hema-bondco-i-b-v/,2019.0,2019-09,361.0,False,True,True
2019-09-17,EMEA,THOMAS COOK GROUP PLC,9143.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/thomas-cook-group-plc/,dc-isda,THOMAS COOK GROUP PLC,auction,2019-10-30,True,matched,THCP,EUR,10.125,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/thomas-cook-group-plc/,2019.0,2019-09,43.0,False,True,True
2019-11-12,Americas,Dean Foods Company,9144.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/dean-foods-company/,dc-isda,Dean Foods Company,auction,2019-12-10,True,matched,DNSFDS,USD,9.25,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/dean-foods-company/,2019.0,2019-11,28.0,False,False,True
2019-12-27,EMEA,Europcar Mobility Group,9169.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/europcar-mobility-group-s-a/,dc-isda,Europcar Mobility Group,auction,2021-01-13,True,matched,EUROPMO,,100.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/europcar-mobility-group-s-a/,2019.0,2019-12,383.0,False,True,True
2019-12-27,Americas,Chesapeake Energy Corporation,9160.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/chesapeake-energy-corporation/,dc-isda,Chesapeake Energy Corporation,auction,2020-08-04,True,matched,CHK,USD,3.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/chesapeake-energy-corporation/,2019.0,2019-12,221.0,False,True,True
2020-02-13,Americas,THE McCLATCHY COMPANY,9145.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/the-mcclatchy-company/,dc-isda,THE McCLATCHY COMPANY,auction,2020-03-10,True,matched,MCLTHY,USD,2.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/the-mcclatchy-company/,2020.0,2020-02,26.0,False,False,True
2020-03-09,EMEA,Lebanese Republic,9146.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/the-lebanese-republic/,dc-isda,Lebanese Republic,auction,2020-04-23,True,matched,LEBAN,USD,14.125,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/the-lebanese-republic/,2020.0,2020-03,45.0,False,True,True
2020-04-01,Americas,Whiting Petroleum Corporation,9147.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/whiting-petroleum-corporation/,dc-isda,Whiting Petroleum Corporation,auction,2020-05-06,True,matched,WHPEC,USD,7.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/whiting-petroleum-corporation/,2020.0,2020-04,35.0,False,False,True
2020-04-15,Americas,FRONTIER COMMUNICATIONS CORPORATION,9148.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/frontier-communications-corporation/,dc-isda,FRONTIER COMMUNICATIONS CORPORATION,auction,2020-05-13,True,matched,FRCA,USD,28.75,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/frontier-communications-corporation/,2020.0,2020-04,28.0,False,True,True
2020-04-20,Americas,Republic of Ecuador,9149.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/republic-of-ecuador/,dc-isda,Republic of Ecuador,auction,2020-05-19,True,matched,ECUA,USD,34.875,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/republic-of-ecuador/,2020.0,2020-04,29.0,False,False,True
2020-04-27,Americas,"Diamond Offshore Drilling, Inc.",9150.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/diamond-offshore-drilling-inc/,dc-isda,"Diamond Offshore Drilling, Inc.",auction,2020-05-22,True,matched,DO,USD,7.375,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/diamond-offshore-drilling-inc/,2020.0,2020-04,25.0,False,False,True
2020-05-07,Americas,The Neiman Marcus Group LLC,9151.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/neiman-marcus-group-llc/,dc-isda,The Neiman Marcus Group LLC,auction,2020-05-29,True,matched,THENEI,USD,3.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/neiman-marcus-group-llc/,2020.0,2020-05,22.0,False,False,True
2020-05-15,Americas,Intelsat Investments S.A.,9157.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/intelsat-investments-s-a/,dc-isda,Intelsat Investments S.A.,auction,2020-06-04,True,matched,INTINV,USD,100.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/intelsat-investments-s-a/,2020.0,2020-05,20.0,False,True,True
2020-05-18,Americas,"J. C. Penney Company, Inc.",9154.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/j-c-penney-company-inc/,dc-isda,"J. C. Penney Company, Inc.",auction,2020-06-09,True,matched,JCP,USD,0.125,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/j-c-penney-company-inc/,2020.0,2020-05,22.0,False,False,True
2020-05-22,Americas,THE HERTZ CORPORATION,9155.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/the-hertz-corporation/,dc-isda,THE HERTZ CORPORATION,auction,2020-06-24,True,matched,F-Hertz,USD,26.375,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/the-hertz-corporation/,2020.0,2020-05,33.0,False,True,True
2020-05-26,Americas,Argentine Republic,9159.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/republic-of-argentina-3/,dc-isda,Argentine Republic,auction,2020-06-12,True,matched,ARGENT,USD,31.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/argentine-republic/,2020.0,2020-05,17.0,False,True,True
2020-06-22,Americas,The Hertz Corporation,2020052502.0,Bankruptcy,Resolution published,decision,https://www.cdsdeterminationscommittees.org/documents/2020/06/americas-dc-statement-issue-number-2020052502-the-hertz-corporation-06-22-2020.pdf/,reference,Americas DC Statement - The Hertz Corporation,,2020-06-24,True,matched,F-Hertz,USD,26.375,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/the-hertz-corporation/,2020.0,2020-06,2.0,False,True,True
2020-06-26,EMEA,Wirecard AG,9163.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/wirecard-ag/,dc-isda,Wirecard AG,auction,2020-07-29,True,matched,WIREAG,EUR,11.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/wirecard-ag/,2020.0,2020-06,33.0,False,True,True
2020-07-30,EMEA,MATALAN FINANCE PLC,9165.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/matalan-finance-plc/,dc-isda,MATALAN FINANCE PLC,auction,2020-09-15,True,matched,MATAFIN,GBP,36.5,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/matalan-finance-plc/,2020.0,2020-07,47.0,False,True,True
2020-07-31,Americas,Noble Corporation,9164.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/noble-corporation-plc/,dc-isda,Noble Corporation,auction,2020-09-10,True,matched,NE,USD,1.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/noble-corporation-plc/,2020.0,2020-07,41.0,False,False,True
2020-09-02,EMEA,Pizzaexpress Financing 1 PLC,9167.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/pizzaexpress-financing-1-plc/,dc-isda,Pizzaexpress Financing 1 PLC,auction,2020-10-01,True,matched,PIZZAFI,GBP,0.125,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/pizzaexpress-financing-1-plc/,2020.0,2020-09,29.0,False,True,True
2020-10-08,EMEA,Selecta Group B.V.,9168.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/selecta-group-b-v/,dc-isda,Selecta Group B.V.,auction,2020-10-20,True,matched,SELEGRO,EUR,51.625,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/selecta-group-b-v/,2020.0,2020-10,12.0,False,True,True
2022-04-04,EMEA,Russian Federation,9172.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/the-russian-federation-3/,dc-isda,Russian Federation,auction,2022-09-12,True,matched,RUSSIA,USD,56.125,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/the-russian-federation-3/,2022.0,2022-04,161.0,False,True,True
2022-05-10,Americas,"Talen Energy Supply, LLC",9170.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/talen-energy-supply-llc/,dc-isda,"Talen Energy Supply, LLC",auction,2022-06-07,True,matched,TALEENE,USD,70.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/talen-energy-supply-llc/,2022.0,2022-05,28.0,False,False,True
2022-07-27,EMEA,Vue Entertainment International Limited,9174.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/vue-international-bidco-plc/,dc-isda,Vue Entertainment International Limited,auction,2023-09-14,True,matched,VUEEN,EUR,100.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/vue-international-bidco-plc/,2022.0,2022-07,414.0,True,True,True
2022-08-10,EMEA,Ukraine,9171.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/ukraine/,dc-isda,Ukraine,auction,2022-09-28,True,determination_only,,,,,,,,,2022.0,2022-08,49.0,True,True,True
2023-03-17,Americas,"DIAMOND SPORTS GROUP, LLC",9173.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/diamond-sports-group-llc/,dc-isda,"DIAMOND SPORTS GROUP, LLC",auction,2023-04-13,True,matched,DIAMSPO,USD,1.75,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/diamond-sports-group-llc/,2023.0,2023-03,27.0,False,True,True
2023-06-21,EMEA,CASINO GUICHARD-PERRACHON,9175.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/casino-guichard-perrachon-sa-11/,dc-isda,CASINO GUICHARD-PERRACHON,auction,2023-09-25,True,matched,GROUPE,EUR,1.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/casino-guichard-perrachon-sa-11/,2023.0,2023-06,96.0,False,True,True
2023-10-16,Americas,Rite Aid Corporation,9176.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/rite-aid-corporation/,dc-isda,Rite Aid Corporation,auction,2023-11-08,True,matched,RAD,USD,2.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/rite-aid-corporation/,2023.0,2023-10,23.0,False,False,True
2024-07-18,EMEA,Atos SE,9177.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/atos-se/,dc-isda,Atos SE,auction,2024-10-09,True,matched,ATOS,EUR,3.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/atos-se/,2024.0,2024-07,83.0,False,True,True
2024-07-30,EMEA,ALTICE FRANCE,9181.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/altice-france-s-a/,dc-isda,ALTICE FRANCE,auction,2025-08-27,True,matched,ALTICEF,EUR,87.75,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/altice-france-s-a/,2024.0,2024-07,393.0,False,True,True
2024-08-13,Americas,"Avon Products, Inc.",9178.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/avon-products-inc-2/,dc-isda,"Avon Products, Inc.",auction,2024-09-24,True,matched,AVP,USD,34.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/avon-products-inc-2/,2024.0,2024-08,42.0,False,False,True
2024-11-15,EMEA,Intrum AB,9180.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/intrum-ab/,dc-isda,Intrum AB,auction,2025-01-16,True,matched,INTRUAB,EUR,76.0,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/intrum-ab/,2024.0,2024-11,62.0,False,True,True
2025-07-22,All DCs,,,,All DCs statement published,statement,https://www.cdsdeterminationscommittees.org/wp-content/files_mf/1753213406AllDCsStatement.pdf,reference,All Credit Derivatives Determinations Committees Statement,,,False,determination_only,,,,,,,,,2025.0,2025-07,,False,False,False
2025-10-07,EMEA,Ardagh Packaging Finance PLC,9184.0,Restructuring,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/ardagh-packaging-finance-plc-3/,dc-isda,Ardagh Packaging Finance PLC,auction,2026-03-11,True,matched,ARDAPAC,EUR,33.875,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/ardagh-packaging-finance-plc-3/,2025.0,2025-10,155.0,True,True,True
2025-10-21,EMEA,Ardagh Packaging Finance plc,,,DC decision published,decision,https://www.cdsdeterminationscommittees.org/documents/2025/10/dc-decision-ardagh-packaging-finance-plc-21-10-2025.pdf/,reference,DC Decision - Ardagh Packaging Finance plc,,2026-03-11,True,matched,ARDAPAC,EUR,33.875,,,,Senior,https://www.cdsdeterminationscommittees.org/cds/ardagh-packaging-finance-plc-3/,2025.0,2025-10,141.0,False,False,True
2025-11-21,Americas,NFE Financing LLC,9183.0,Failure to Pay,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/nfe-financing-llc/,dc-isda,NFE Financing LLC,auction,2026-01-14,True,matched,NFEFIN,USD,26.625,,,,Senior Secured,https://www.cdsdeterminationscommittees.org/cds/nfe-financing-llc/,2025.0,2025-11,54.0,False,True,True
2026-01-12,Americas,New Fortress Energy Inc.,9185.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/cds/new-fortress-energy-inc-2/,dc-isda,New Fortress Energy Inc.,auction,2026-02-11,True,matched,NEWFORAB,,8.75,,,,Senior Secured,https://www.cdsdeterminationscommittees.org/cds/new-fortress-energy-inc-2/,2026.0,2026-01,30.0,False,False,True
,Americas,Liberty Interactive LLC,9186.0,Bankruptcy,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/documents/2026/04/liberty-interactive-llc-bankruptcy-credit-event-4-21-26.pdf/,dc-isda,Liberty Interactive LLC,auction,2026-05-13,True,matched,LITLC,USD,6.25,,,,Senior,https://www.cdsdeterminationscommittees.org/documents/2026/04/liberty-interactive-llc-bankruptcy-credit-event-4-21-26.pdf/,,,,False,True,True
,Americas,TOYS,9120.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/toys-to-toys-r-us-delaware-inc-lcds-credit-event/,dc-isda,TOYS,auction,2017-10-11,True,matched,TOYS,USD,30.625,,,,Lien1,https://www.cdsdeterminationscommittees.org/lcds/toys-to-toys-r-us-delaware-inc-lcds-credit-event/,,,,False,False,True
,Americas,Avaya Inc.,9096.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/avaya-inc-lcds-credit-event/,dc-isda,Avaya Inc.,auction,2017-03-01,True,matched,AV,USD,80.5,,,,Lien1,https://www.cdsdeterminationscommittees.org/lcds/avaya-inc-lcds-credit-event/,,,,False,False,True
,EMEA,Mediannuaire,9050.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/mediannuaire-credit-event/,dc-isda,Mediannuaire,auction,2013-01-31,True,matched,MEDIANA,,40.0,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=MEDIANA,,,,False,False,True
,EMEA,Yell Limited,9047.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/yell-limited-credit-event/,dc-isda,Yell Limited,auction,2012-11-15,True,matched,YELLLN-LTD,,50.0,,,,Lien 1,https://www.creditfixings.com/CreditEventAuctions/results.jsp?ticker=YELLLN-LTD,,,,False,False,True
,Americas,"Boston Generating, LLC",8000.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/boston-generating-llc/,dc-isda,"Boston Generating, LLC",auction,2010-09-21,True,matched,BOSG,,96.75,,,,Lien 1,https://www.cdsdeterminationscommittees.org/lcds/boston-generating-llc/,,,,False,False,True
,EMEA,Truvo (formerly known as World Directories),7000.0,,DC credit event determination (auction held),decision,https://www.cdsdeterminationscommittees.org/lcds/truvo-usa-llc-credit-event/,dc-isda,Truvo (formerly known as World Directories),auction,2010-09-09,True,matched,WorldDir-B07,EUR,41.125,,,,Lien 2,https://www.cdsdeterminationscommittees.org/lcds/truvo-usa-llc-credit-event/,,,,False,False,True
